,code,name,market,sector,date,start_price,closing_price,high_price,low_price,MA25,volume
1616,4471,三洋化成工業,東証１,化学,2020年5月09日,"4,310","4,315","4,365","4,260",7.57,182
1635,4502,武田薬品工業,東証１,医薬品,2020年5月09日,"3,694.0","3,736.0","3,767.0","3,661.0",3.98,21497
1636,4503,アステラス製薬,東証１,医薬品,2020年5月09日,"1,832.0","1,835.0","1,853.5","1,809.5",5.94,10256
1637,4506,大日本住友製薬,東証１,医薬品,2020年5月09日,"1,485","1,500","1,511","1,470",5.79,1444
1638,4507,塩野義製薬,東証１,医薬品,2020年5月09日,"5,972","5,960","6,001","5,882",7.61,8052
1639,4512,わかもと製薬,東証１,医薬品,2020年5月09日,250,243,254,237,4.78,67
1640,4514,あすか製薬,東証１,医薬品,2020年5月09日,"1,116","1,117","1,123","1,101",1.34,39
1641,4516,日本新薬,東証１,医薬品,2020年5月09日,"7,210","7,110","7,230","7,060",-9.22,1848
1642,4517,ビオフェルミン製薬,東証１,医薬品,2020年5月09日,"2,264","2,313","2,313","2,253",0.56,10
1643,4519,中外製薬,東証１,医薬品,2020年5月09日,"13,555","13,090","13,635","13,005",-0.88,16511
1644,4521,科研製薬,東証１,医薬品,2020年5月09日,"6,150","5,740","6,150","5,680",2.14,4279
1645,4523,エーザイ,東証１,医薬品,2020年5月09日,"7,604","7,544","7,604","7,413",0,8463
1647,4526,理研ビタミン,東証１,食料品,2020年5月09日,"2,129","2,102","2,130","2,098",2.35,52
1648,4527,ロート製薬,東証１,医薬品,2020年5月09日,"3,105","3,090","3,105","3,050",-0.85,1001
1649,4528,小野薬品工業,東証１,医薬品,2020年5月09日,"2,622.5","2,619.0","2,634.5","2,590.5",3.37,4025
1650,4530,久光製薬,東証１,医薬品,2020年5月09日,"5,170","5,080","5,190","5,060",2.95,763
1651,4531,有機合成薬品工業,東証１,化学,2020年5月09日,385,348,392,348,13.19,591
1652,4534,持田製薬,東証１,医薬品,2020年5月09日,"4,100","4,095","4,105","4,040",-0.41,155
1653,4536,参天製薬,東証１,医薬品,2020年5月09日,"1,909","1,881","1,914","1,866",0.59,1578
1654,4538,扶桑薬品工業,東証１,医薬品,2020年5月09日,"2,463","2,378","2,463","2,322",10.97,100
1655,4539,日本ケミファ,東証１,医薬品,2020年5月09日,"2,598","2,518","2,598","2,493",5,6
1656,4540,ツムラ,東証１,医薬品,2020年5月09日,"2,975","2,908","3,015","2,888",1.94,745
1657,4541,日医工,東証１,医薬品,2020年5月09日,"1,419","1,424","1,428","1,391",3.75,559
1658,4543,テルモ,東証１,精密機器,2020年5月09日,"3,540.0","3,563.0","3,565.0","3,494.0",-1.44,11919
1659,4544,みらかホールディングス,東証１,サービス業,2020年5月09日,"2,577","2,549","2,582","2,516",8.16,1981
1660,4547,キッセイ薬品工業,東証１,医薬品,2020年5月09日,"2,635","2,640","2,668","2,597",2.7,208
1661,4548,生化学工業,東証１,医薬品,2020年5月09日,"1,076","1,084","1,085","1,060",0.36,45
1662,4549,栄研化学,東証１,医薬品,2020年5月09日,"1,888","1,819","1,897","1,793",-9.66,1371
1663,4550,日水製薬,東証１,医薬品,2020年5月09日,"1,245","1,242","1,262","1,235",1.8,28
1664,4551,鳥居薬品,東証１,医薬品,2020年5月09日,"3,025","2,948","3,045","2,926",4.1,170
1665,4552,ＪＣＲファーマ,東証１,医薬品,2020年5月09日,"10,840","10,880","10,970","10,800",6.81,1112
1666,4553,東和薬品,東証１,医薬品,2020年5月09日,"2,299","2,300","2,311","2,276",3.65,171
1667,4554,富士製薬工業,東証１,医薬品,2020年5月09日,"1,168","1,168","1,175","1,145",1.83,45
1668,4555,沢井製薬,東証１,医薬品,2020年5月09日,"5,930","5,890","5,970","5,860",-0.01,672
1672,4559,ゼリア新薬工業,東証１,医薬品,2020年5月09日,"2,070","2,070","2,070","2,032",0.87,123
1676,4568,第一三共,東証１,医薬品,2020年5月09日,"7,807","7,750","7,807","7,643",4.83,13162
1677,4569,キョーリン製薬ホールディングス,東証１,医薬品,2020年5月09日,"2,265","2,225","2,274","2,216",-1.07,530
1681,4574,大幸薬品,東証１,医薬品,2020年5月09日,"1,850","1,728","1,850","1,687",-1.8,2781
1684,4577,ダイト,東証１,医薬品,2020年5月09日,"3,780","4,000","4,000","3,725",22.75,596
1685,4578,大塚ホールディングス,東証１,医薬品,2020年5月09日,"4,250","4,241","4,250","4,180",0.74,3895
1687,4581,大正製薬ホールディングス,東証１,医薬品,2020年5月09日,"6,700","6,720","6,730","6,650",2.25,507
1692,4587,ペプチドリーム,東証１,医薬品,2020年5月09日,"4,240","4,260","4,335","4,200",13.53,4401
1703,4611,大日本塗料,東証１,化学,2020年5月09日,919,945,945,919,9.66,26
1704,4612,日本ペイントホールディングス,東証１,化学,2020年5月09日,"6,400","6,390","6,400","6,280",7.38,2054
1705,4613,関西ペイント,東証１,化学,2020年5月09日,"2,010","2,047","2,048","1,999",0.12,1255
1706,4615,神東塗料,東証１,化学,2020年5月09日,160,172,173,159,13.19,35
1708,4617,中国塗料,東証１,化学,2020年5月09日,807,819,825,803,-0.11,287
1709,4619,日本特殊塗料,東証１,化学,2020年5月09日,885,899,899,868,12.35,49
1710,4620,藤倉化成,東証１,化学,2020年5月09日,493,515,515,491,7.56,18
1715,4626,太陽ホールディングス,東証１,化学,2020年5月09日,"4,435","4,415","4,495","4,365",7.04,378
1719,4631,ＤＩＣ,東証１,化学,2020年5月09日,"2,480","2,501","2,509","2,460",5.32,831
1720,4633,サカタインクス,東証１,化学,2020年5月09日,968,978,981,967,9.89,66
1721,4634,東洋インキＳＣホールディングス,東証１,化学,2020年5月09日,"1,968","2,003","2,003","1,949",0.19,298
1723,4636,Ｔ＆Ｋ　ＴＯＫＡ,東証１,化学,2020年5月09日,700,720,723,700,1.25,23
1725,4641,アルプス技研,東証１,サービス業,2020年5月09日,"1,745","1,750","1,753","1,703",16.31,101
1731,4651,サニックス,東証１,サービス業,2020年5月09日,309,311,313,301,7.52,540
1732,4653,ダイオーズ,東証１,サービス業,2020年5月09日,"1,047","1,062","1,062","1,037",5.12,5
1734,4658,日本空調サービス,東証１,サービス業,2020年5月09日,715,698,715,698,2.65,24
1736,4661,オリエンタルランド,東証１,サービス業,2020年5月09日,"13,400","13,730","13,730","13,230",-1.49,15784
1737,4662,フォーカスシステムズ,東証１,情報・通信業,2020年5月09日,807,797,808,777,11.13,70
1739,4665,ダスキン,東証１,サービス業,2020年5月09日,"2,729","2,755","2,755","2,707",-0.67,212
1740,4666,パーク２４,東証１,不動産業,2020年5月09日,"1,650","1,705","1,716","1,646",12.59,3037
1742,4668,明光ネットワークジャパン,東証１,サービス業,2020年5月09日,790,793,795,779,6.2,45
1744,4671,ファルコホールディングス,東証１,サービス業,2020年5月09日,"1,607","1,605","1,610","1,571",-3.62,29
1746,4674,クレスコ,東証１,情報・通信業,2020年5月09日,"1,437","1,433","1,443","1,394",5.82,117
1747,4676,フジ・メディア・ホールディングス,東証１,情報・通信業,2020年5月09日,"1,063","1,083","1,085","1,049",2.86,949
1748,4678,秀英予備校,東証１,サービス業,2020年5月09日,422,422,423,418,7.22,3
1749,4679,田谷,東証１,サービス業,2020年5月09日,520,516,520,511,-4.56,8
1750,4680,ラウンドワン,東証１,サービス業,2020年5月09日,857,881,881,842,21.81,1440
1751,4681,リゾートトラスト,東証１,サービス業,2020年5月09日,"1,079","1,127","1,130","1,074",7.56,981
1752,4684,オービック,東証１,情報・通信業,2020年5月09日,"17,320","17,110","17,590","16,980",12.29,4503
1754,4686,ジャストシステム,東証１,情報・通信業,2020年5月09日,"7,170","7,070","7,180","6,960",16.48,2656
1755,4687,ＴＤＣソフト,東証１,情報・通信業,2020年5月09日,844,850,850,829,6.2,27
1756,4689,Ｚホールディングス,東証１,情報・通信業,2020年5月09日,443,435,443,432,14.95,6577
1759,4694,ビー・エム・エル,東証１,サービス業,2020年5月09日,"2,926","3,075","3,090","2,926",12.31,958
1760,4696,ワタベウェディング,東証１,サービス業,2020年5月09日,367,390,400,365,10.67,9
1762,4704,トレンドマイクロ,東証１,情報・通信業,2020年5月09日,"5,460","5,420","5,460","5,320",7.4,4769
1765,4708,りらいあコミュニケーションズ,東証１,サービス業,2020年5月09日,"1,145","1,144","1,154","1,138",7.54,161
1766,4709,ＩＤホールディングス,東証１,情報・通信業,2020年5月09日,"1,490","1,494","1,505","1,474",9.16,35
1768,4714,リソー教育,東証１,サービス業,2020年5月09日,266,267,268,262,2.38,141
1769,4716,日本オラクル,東証１,情報・通信業,2020年5月09日,"11,820","11,870","11,960","11,680",16.51,1851
1770,4718,早稲田アカデミー,東証１,サービス業,2020年5月09日,"1,011",971,"1,013",967,0.6,29
1771,4719,アルファシステムズ,東証１,情報・通信業,2020年5月09日,"3,340","3,355","3,355","3,250",16.28,63
1773,4722,フューチャー,東証１,情報・通信業,2020年5月09日,"1,817","1,627","1,859","1,579",11.42,2891
1774,4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,東証１,情報・通信業,2020年5月09日,"1,110","1,129","1,129","1,101",10.43,74
1775,4726,ＳＢテクノロジー,東証１,情報・通信業,2020年5月09日,"2,743","2,681","2,775","2,666",9.46,262
1776,4728,トーセ,東証１,情報・通信業,2020年5月09日,780,799,799,776,6.11,8
1777,4732,ユー・エス・エス,東証１,サービス業,2020年5月09日,"1,722","1,740","1,740","1,715",6.86,1079
1778,4733,オービックビジネスコンサルタント,東証１,情報・通信業,2020年5月09日,"5,030","5,020","5,070","4,920",10.88,603
1782,4739,伊藤忠テクノソリューションズ,東証１,情報・通信業,2020年5月09日,"3,500","3,470","3,505","3,435",8.09,2260
1783,4743,アイティフォー,東証１,情報・通信業,2020年5月09日,676,667,677,655,9.61,89
1784,4745,東京個別指導学院,東証１,サービス業,2020年5月09日,556,569,569,548,15.15,128
1785,4746,東計電算,東証１,情報・通信業,2020年5月09日,"3,995","3,980","4,155","3,940",-2.78,314
1788,4751,サイバーエージェント,東証１,サービス業,2020年5月09日,"4,595","4,520","4,595","4,460",7.06,3538
1791,4755,楽天,東証１,サービス業,2020年5月09日,955,956,964,944,8.1,10006
1794,4762,エックスネット,東証１,情報・通信業,2020年5月09日,950,957,957,931,4.92,4
1795,4763,クリーク・アンド・リバー社,東証１,サービス業,2020年5月09日,934,939,943,915,12.86,131
1799,4767,テー・オー・ダブリュー,東証１,サービス業,2020年5月09日,274,277,277,269,5.84,34
1800,4768,大塚商会,東証１,情報・通信業,2020年5月09日,"5,010","4,975","5,010","4,900",4.88,2262
1805,4776,サイボウズ,東証１,情報・通信業,2020年5月09日,"2,219","2,210","2,256","2,157",10.18,1313
1807,4779,ソフトブレーン,東証１,情報・通信業,2020年5月09日,460,457,467,446,11.56,126
1811,4792,山田コンサルティンググループ,東証１,サービス業,2020年5月09日,"1,150","1,162","1,171","1,131",13.02,67
1813,4801,セントラルスポーツ,東証１,サービス業,2020年5月09日,"2,200","2,266","2,266","2,198",7.14,36
1814,4809,パラカ,東証１,不動産業,2020年5月09日,"1,583","1,671","1,671","1,583",6.73,16
1815,4812,ＩＳＩＤ,東証１,情報・通信業,2020年5月09日,"4,605","4,550","4,610","4,490",10.79,363
1816,4813,ＡＣＣＥＳＳ,東証１,情報・通信業,2020年5月09日,890,887,892,873,1.5,113
1819,4819,デジタルガレージ,東証１,情報・通信業,2020年5月09日,"4,000","3,940","4,010","3,915",9.4,530
1820,4820,イーエムシステムズ,東証１,情報・通信業,2020年5月09日,804,815,817,793,-3.79,83
1822,4825,ウェザーニューズ,東証１,情報・通信業,2020年5月09日,"3,780","3,765","3,790","3,725",9.31,85
1823,4826,ＣＩＪ,東証１,情報・通信業,2020年5月09日,786,776,787,764,1.63,19
1825,4828,ビジネスエンジニアリング,東証１,情報・通信業,2020年5月09日,"2,418","2,450","2,450","2,406",6.52,11
1826,4829,日本エンタープライズ,東証１,情報・通信業,2020年5月09日,234,231,237,228,4.32,38
1832,4839,ＷＯＷＯＷ,東証１,情報・通信業,2020年5月09日,"2,517","2,530","2,530","2,498",4.51,44
1834,4845,スカラ,東証１,情報・通信業,2020年5月09日,531,526,531,515,10.72,77
1835,4847,インテリジェント　ウェイブ,東証１,情報・通信業,2020年5月09日,609,602,616,584,11.61,240
1836,4848,フルキャストホールディングス,東証１,サービス業,2020年5月09日,"1,413","1,443","1,450","1,387",18.31,347
1837,4849,エン・ジャパン,東証１,サービス業,2020年5月09日,"2,393","2,440","2,459","2,370",15.94,1181
1840,4901,富士フイルムホールディングス,東証１,化学,2020年5月09日,"5,123","5,287","5,330","5,120",-1.8,28599
1841,4902,コニカミノルタ,東証１,電気機器,2020年5月09日,392,389,398,387,-1.48,3741
1842,4911,資生堂,東証１,化学,2020年5月09日,"6,432","6,390","6,477","6,368",-1.57,15497
1843,4912,ライオン,東証１,化学,2020年5月09日,"2,336","2,300","2,340","2,279",-0.61,2152
1844,4914,高砂香料工業,東証１,化学,2020年5月09日,"2,177","2,207","2,230","2,169",8.1,31
1845,4917,マンダム,東証１,化学,2020年5月09日,"2,010","2,025","2,031","2,003",-1.59,480
1847,4919,ミルボン,東証１,化学,2020年5月09日,"4,820","4,860","4,905","4,810",-3.77,540
1849,4921,ファンケル,東証１,化学,2020年5月09日,"2,813","2,900","2,954","2,756",15.82,13034
1850,4922,コーセー,東証１,化学,2020年5月09日,"12,840","13,100","13,100","12,840",-3.38,3725
1851,4923,コタ,東証１,化学,2020年5月09日,"1,220","1,215","1,225","1,205",1.65,17
1853,4926,シーボン,東証１,化学,2020年5月09日,"2,170","2,170","2,175","2,170",2.82,8
1854,4927,ポーラ・オルビスホールディングス,東証１,化学,2020年5月09日,"1,915","1,919","1,944","1,911",-5.84,1346
1855,4928,ノエビアホールディングス,東証１,化学,2020年5月09日,"4,980","4,965","5,010","4,940",-4.82,290
1856,4929,アジュバンコスメジャパン,東証１,化学,2020年5月09日,937,938,938,935,2.6,2
1858,4951,エステー,東証１,化学,2020年5月09日,"1,580","1,562","1,603","1,556",2.33,52
1860,4955,アグロ　カネショウ,東証１,化学,2020年5月09日,"1,495","1,483","1,526","1,463",-4.77,59
1861,4956,コニシ,東証１,化学,2020年5月09日,"1,425","1,425","1,477","1,417",2.89,104
1863,4958,長谷川香料,東証１,化学,2020年5月09日,"2,196","2,178","2,220","2,142",4.82,235
1866,4963,星光ＰＭＣ,東証１,化学,2020年5月09日,655,662,664,650,3.91,14
1868,4967,小林製薬,東証１,化学,2020年5月09日,"10,120","9,980","10,250","9,960",-4.86,3484
1869,4968,荒川化学工業,東証１,化学,2020年5月09日,"1,265","1,326","1,326","1,238",10.45,57
1871,4971,メック,東証１,化学,2020年5月09日,"1,667","1,654","1,689","1,636",7.91,192
1873,4973,日本高純度化学,東証１,化学,2020年5月09日,"2,654","2,654","2,654","2,602",7.11,16
1874,4974,タカラバイオ,東証１,化学,2020年5月09日,"2,700","2,469","2,703","2,433",6.35,13026
1875,4975,ＪＣＵ,東証１,化学,2020年5月09日,"2,732","2,752","2,777","2,668",18.77,463
1877,4977,新田ゼラチン,東証１,化学,2020年5月09日,695,692,698,687,7.77,18
