,code,name,market,sector,date,start_price,closing_price,high_price,low_price,MA25,volume
1074,3457,ハウスドゥ,東証１,不動産業,2020年5月09日,809,831,836,805,12.63,112
1075,3458,シーアールイー,東証１,不動産業,2020年5月09日,"1,182","1,196","1,197","1,179",7.71,8
1080,3464,プロパティエージェント,東証１,不動産業,2020年5月09日,896,919,919,896,10.24,10
1081,3465,ケイアイスター不動産,東証１,不動産業,2020年5月09日,"1,061","1,101","1,106","1,058",4.48,84
1083,3467,アグレ都市デザイン,東証１,不動産業,2020年5月09日,416,413,416,411,1.83,2
1091,3475,グッドコムアセット,東証１,不動産業,2020年5月09日,"1,512","1,519","1,530","1,474",6.76,109
1096,3480,ジェイ・エス・ビー,東証１,不動産業,2020年5月09日,"2,361","2,403","2,423","2,295",11.82,34
1099,3484,テンポイノベーション,東証１,不動産業,2020年5月09日,700,714,714,695,16.37,68
1100,3486,グローバル・リンク・マネジメント,東証１,不動産業,2020年5月09日,604,588,619,583,9.62,23
1113,3501,住江織物,東証１,繊維製品,2020年5月09日,"1,752","1,795","1,795","1,752",4.64,6
1115,3512,日本フエルト,東証１,繊維製品,2020年5月09日,448,468,468,440,8.17,2
1116,3513,イチカワ,東証１,繊維製品,2020年5月09日,"1,387","1,387","1,387","1,357",7.82,1
1118,3521,エコナックホールディングス,東証１,サービス業,2020年5月09日,89,90,90,88,5.73,16
1119,3524,日東製網,東証１,繊維製品,2020年5月09日,"1,414","1,416","1,431","1,383",-10.22,25
1120,3526,芦森工業,東証１,輸送用機器,2020年5月09日,815,826,827,815,0.12,6
1122,3529,アツギ,東証１,繊維製品,2020年5月09日,605,624,624,605,1.22,18
1125,3538,ウイルプラスホールディングス,東証１,小売業,2020年5月09日,599,646,650,599,23.72,29
1126,3539,ＪＭホールディングス,東証１,小売業,2020年5月09日,"2,587","2,500","2,621","2,486",6.91,298
1130,3543,コメダホールディングス,東証１,卸売業,2020年5月09日,"1,651","1,706","1,713","1,644",7.92,518
1131,3544,サツドラホールディングス,東証１,小売業,2020年5月09日,"2,100","2,083","2,104","2,081",3.94,45
1132,3546,アレンザホールディングス,東証１,小売業,2020年5月09日,860,877,879,855,12.57,21
1133,3547,串カツ田中ホールディングス,東証１,小売業,2020年5月09日,"1,413","1,520","1,600","1,384",25.38,1643
1134,3548,バロックジャパンリミテッド,東証１,小売業,2020年5月09日,568,574,576,563,0.08,34
1135,3549,クスリのアオキホールディングス,東証１,小売業,2020年5月09日,"8,330","8,310","8,480","8,240",-4.2,1770
1137,3551,ダイニック,東証１,繊維製品,2020年5月09日,733,734,741,724,4.45,4
1138,3553,共和レザー,東証１,化学,2020年5月09日,662,671,671,657,2.74,6
1142,3559,ピーバンドットコム,東証１,卸売業,2020年5月09日,933,919,937,894,9.63,34
1144,3561,力の源ホールディングス,東証１,小売業,2020年5月09日,626,661,673,626,15.65,139
1146,3563,スシローグローバルホールディングス,東証１,小売業,2020年5月09日,"1,931","1,977","1,995","1,861",22.89,11936
1147,3564,ＬＩＸＩＬビバ,東証１,小売業,2020年5月09日,"1,934","2,047","2,060","1,934",9.88,961
1148,3565,アセンテック,東証１,卸売業,2020年5月09日,"3,300","3,130","3,300","3,080",1.2,819
1150,3569,セーレン,東証１,繊維製品,2020年5月09日,"1,239","1,262","1,264","1,238",0.42,108
1151,3571,ソトー,東証１,繊維製品,2020年5月09日,946,944,951,943,1.65,7
1152,3577,東海染工,東証１,繊維製品,2020年5月09日,"1,119","1,128","1,128","1,116",0.75,4
1154,3580,小松マテーレ,東証１,繊維製品,2020年5月09日,706,730,736,706,0.29,34
1156,3591,ワコールホールディングス,東証１,繊維製品,2020年5月09日,"2,132","2,142","2,143","2,120",-1.97,473
1157,3593,ホギメディカル,東証１,繊維製品,2020年5月09日,"3,390","3,365","3,420","3,330",-2.07,357
1162,3606,レナウン,東証１,繊維製品,2020年5月09日,73,75,75,73,1.63,15
1163,3607,クラウディアホールディングス,東証１,繊維製品,2020年5月09日,413,412,416,410,10.17,3
1164,3608,ＴＳＩホールディングス,東証１,繊維製品,2020年5月09日,407,420,435,406,9.14,169
1165,3611,マツオカコーポレーション,東証１,繊維製品,2020年5月09日,"1,950","1,968","1,989","1,922",10.86,60
1166,3612,ワールド,東証１,繊維製品,2020年5月09日,"1,320","1,239","1,329","1,234",-4.34,715
1171,3626,ＴＩＳ,東証１,情報・通信業,2020年5月09日,"2,065","2,082","2,099","2,050",6.3,2257
1172,3627,ネオス,東証１,情報・通信業,2020年5月09日,686,668,686,661,10.17,80
1174,3630,電算システム,東証１,情報・通信業,2020年5月09日,"3,210","3,125","3,225","2,972",31.99,988
1175,3632,グリー,東証１,情報・通信業,2020年5月09日,430,431,432,421,5.13,160
1178,3635,コーエーテクモホールディングス,東証１,情報・通信業,2020年5月09日,"3,050","2,988","3,050","2,945",6.86,1035
1179,3636,三菱総合研究所,東証１,情報・通信業,2020年5月09日,"3,545","3,545","3,545","3,495",5.81,43
1180,3639,ボルテージ,東証１,情報・通信業,2020年5月09日,400,409,410,390,14.68,49
1181,3640,電算,東証１,情報・通信業,2020年5月09日,"1,994","2,007","2,034","1,994",1.81,4
1186,3648,ＡＧＳ,東証１,情報・通信業,2020年5月09日,778,766,783,760,2.28,4
1187,3649,ファインデックス,東証１,情報・通信業,2020年5月09日,898,889,921,879,12.45,204
1190,3655,ブレインパッド,東証１,情報・通信業,2020年5月09日,"5,530","5,490","5,590","5,420",13.5,757
1191,3656,ＫＬａｂ,東証１,情報・通信業,2020年5月09日,739,727,740,715,5.22,655
1192,3657,ポールトゥウィン・ピットクルーホールディングス,東証１,情報・通信業,2020年5月09日,919,905,920,900,10.67,104
1193,3658,イーブックイニシアティブジャパン,東証１,情報・通信業,2020年5月09日,"2,361","2,219","2,413","2,193",34.67,396
1194,3659,ネクソン,東証１,情報・通信業,2020年5月09日,"1,780","1,792","1,796","1,749",0.46,2374
1195,3660,アイスタイル,東証１,情報・通信業,2020年5月09日,287,295,323,285,23.74,1326
1196,3661,エムアップホールディングス,東証１,情報・通信業,2020年5月09日,"2,623","2,606","2,639","2,528",7.73,291
1197,3662,エイチーム,東証１,情報・通信業,2020年5月09日,702,728,728,699,9.33,73
1200,3665,エニグモ,東証１,情報・通信業,2020年5月09日,919,913,921,895,8.23,234
1201,3666,テクノスジャパン,東証１,情報・通信業,2020年5月09日,429,433,433,417,18.07,29
1202,3667,ｅｎｉｓｈ,東証１,情報・通信業,2020年5月09日,393,385,393,380,0.1,106
1203,3668,コロプラ,東証１,情報・通信業,2020年5月09日,929,910,939,896,7.56,1098
1206,3672,オルトプラス,東証１,情報・通信業,2020年5月09日,423,410,428,408,-1.82,322
1207,3673,ブロードリーフ,東証１,情報・通信業,2020年5月09日,517,518,518,509,6.46,200
1209,3675,クロス・マーケティンググループ,東証１,情報・通信業,2020年5月09日,287,291,294,286,9.23,18
1210,3676,デジタルハーツホールディングス,東証１,情報・通信業,2020年5月09日,750,754,756,731,-0.6,108
1211,3677,システム情報,東証１,情報・通信業,2020年5月09日,900,899,906,859,19.47,435
1212,3678,メディアドゥホールディングス,東証１,情報・通信業,2020年5月09日,"4,115","4,110","4,155","4,025",15.46,551
1213,3679,じげん,東証１,情報・通信業,2020年5月09日,330,332,334,321,14.75,306
1215,3681,ブイキューブ,東証１,情報・通信業,2020年5月09日,"1,260","1,204","1,270","1,202",-3.27,2042
1216,3682,エンカレッジ・テクノロジ,東証１,情報・通信業,2020年5月09日,867,859,867,832,23.31,15
1217,3683,サイバーリンクス,東証１,情報・通信業,2020年5月09日,"1,339","1,339","1,348","1,286",21.4,77
1218,3686,ディー・エル・イー,東証１,情報・通信業,2020年5月09日,124,128,128,122,11.73,21
1219,3687,フィックスターズ,東証１,情報・通信業,2020年5月09日,"1,124","1,116","1,124","1,083",5.49,135
1220,3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,東証１,情報・通信業,2020年5月09日,827,837,838,820,1.24,95
1225,3694,オプティム,東証１,情報・通信業,2020年5月09日,"2,285","2,196","2,288","2,166",-1.15,697
1227,3696,セレス,東証１,情報・通信業,2020年5月09日,845,844,848,825,12.08,83
1228,3697,ＳＨＩＦＴ,東証１,情報・通信業,2020年5月09日,"8,790","8,450","8,800","8,420",0.95,2250
1230,3708,特種東海製紙,東証１,パルプ・紙,2020年5月09日,"4,030","4,050","4,050","3,985",-0.52,39
1238,3738,ティーガイア,東証１,情報・通信業,2020年5月09日,"2,081","2,156","2,158","2,050",4.05,193
1240,3741,セック,東証１,情報・通信業,2020年5月09日,"3,285","3,590","3,600","3,185",24.07,373
1244,3751,日本アジアグループ,東証１,情報・通信業,2020年5月09日,243,248,248,239,3.92,54
1246,3756,豆蔵ホールディングス,東証１,情報・通信業,2020年5月09日,"1,878","1,877","1,881","1,877",0.06,38
1249,3762,テクマトリックス,東証１,情報・通信業,2020年5月09日,"2,900","2,830","2,969","2,769",15.43,1325
1250,3763,プロシップ,東証１,情報・通信業,2020年5月09日,"1,200","1,229","1,232","1,170",8.53,53
1251,3765,ガンホー・オンライン・エンターテイメント,東証１,情報・通信業,2020年5月09日,"1,733","1,706","1,737","1,643",6.73,1849
1254,3769,ＧＭＯペイメントゲートウェイ,東証１,情報・通信業,2020年5月09日,"10,090","9,800","10,190","9,660",10.2,5625
1255,3770,ザッパラス,東証１,情報・通信業,2020年5月09日,350,344,356,342,9.08,6
1256,3771,システムリサーチ,東証１,情報・通信業,2020年5月09日,"1,793","1,754","1,793","1,686",18.31,111
1259,3774,インターネットイニシアティブ,東証１,情報・通信業,2020年5月09日,"3,825","3,840","3,860","3,760",4.47,632
1263,3778,さくらインターネット,東証１,情報・通信業,2020年5月09日,615,592,623,588,8.86,263
1266,3784,ヴィンクス,東証１,情報・通信業,2020年5月09日,"1,040","1,007","1,046",997,18.97,110
1268,3788,ＧＭＯクラウド,東証１,情報・通信業,2020年5月09日,"3,560","3,275","3,645","3,215",37.22,1529
1284,3817,ＳＲＡホールディングス,東証１,情報・通信業,2020年5月09日,"2,193","2,195","2,195","2,160",3.4,55
1288,3826,システムインテグレータ,東証１,情報・通信業,2020年5月09日,755,738,770,734,6.85,80
1290,3834,朝日ネット,東証１,情報・通信業,2020年5月09日,"1,085","1,092","1,103","1,063",27.95,396
1291,3835,ｅＢＡＳＥ,東証１,情報・通信業,2020年5月09日,"1,090","1,075","1,100","1,029",20.37,324
1292,3836,アバント,東証１,情報・通信業,2020年5月09日,991,990,"1,015",955,14.71,159
1293,3837,アドソル日進,東証１,情報・通信業,2020年5月09日,"2,560","2,534","2,614","2,497",10.65,201
1298,3843,フリービット,東証１,情報・通信業,2020年5月09日,787,810,813,780,13.08,215
1299,3844,コムチュア,東証１,情報・通信業,2020年5月09日,"2,326","2,268","2,347","2,240",4.04,262
1306,3852,サイバーコム,東証１,情報・通信業,2020年5月09日,"1,854","1,885","1,918","1,832",12.57,139
1307,3853,アステリア,東証１,情報・通信業,2020年5月09日,446,442,459,432,6.36,262
1308,3854,アイル,東証１,情報・通信業,2020年5月09日,"1,820","1,817","1,839","1,768",23.3,497
1312,3861,王子ホールディングス,東証１,パルプ・紙,2020年5月09日,556,572,573,552,2.72,1977
1313,3863,日本製紙,東証１,パルプ・紙,2020年5月09日,"1,518","1,532","1,532","1,497",0.58,575
1314,3864,三菱製紙,東証１,パルプ・紙,2020年5月09日,366,377,377,364,8.93,22
1315,3865,北越コーポレーション,東証１,パルプ・紙,2020年5月09日,415,416,419,410,3.21,230
1316,3877,中越パルプ工業,東証１,パルプ・紙,2020年5月09日,"1,321","1,342","1,351","1,319",-0.41,7
1317,3878,巴川製紙所,東証１,パルプ・紙,2020年5月09日,857,870,870,857,5.15,4
1318,3880,大王製紙,東証１,パルプ・紙,2020年5月09日,"1,476","1,469","1,481","1,461",-0.05,391
1322,3896,阿波製紙,東証１,パルプ・紙,2020年5月09日,506,514,515,504,7.42,6
1324,3901,マークラインズ,東証１,情報・通信業,2020年5月09日,"1,738","1,784","1,805","1,719",8.17,144
1325,3902,メディカル・データ・ビジョン,東証１,情報・通信業,2020年5月09日,820,798,821,789,8.96,477
1326,3903,ｇｕｍｉ,東証１,情報・通信業,2020年5月09日,736,740,749,720,16.28,388
1332,3909,ショーケース,東証１,情報・通信業,2020年5月09日,500,516,527,500,12.92,25
1335,3912,モバイルファクトリー,東証１,情報・通信業,2020年5月09日,"1,047","1,055","1,078","1,026",2.24,220
1338,3915,テラスカイ,東証１,情報・通信業,2020年5月09日,"2,733","2,671","2,759","2,633",0.85,1503
1339,3916,デジタル・インフォメーション・テクノロジー,東証１,情報・通信業,2020年5月09日,"1,362","1,368","1,369","1,327",7.57,100
1341,3918,ＰＣＩホールディングス,東証１,情報・通信業,2020年5月09日,858,864,870,840,3.42,40
1342,3919,パイプドＨＤ,東証１,情報・通信業,2020年5月09日,"1,420","1,442","1,446","1,382",19.29,356
1343,3920,アイビーシー,東証１,情報・通信業,2020年5月09日,998,964,998,947,12.79,67
1344,3921,ネオジャパン,東証１,情報・通信業,2020年5月09日,"1,309","1,269","1,309","1,250",10.41,35
1345,3922,ＰＲ　ＴＩＭＥＳ,東証１,情報・通信業,2020年5月09日,"2,165","2,187","2,198","2,133",13.68,95
1347,3924,ランドコンピュータ,東証１,情報・通信業,2020年5月09日,"1,032","1,072","1,072","1,032",6.88,3
1348,3925,ダブルスタンダード,東証１,情報・通信業,2020年5月09日,"4,140","4,080","4,170","4,030",5.16,171
1349,3926,オープンドア,東証１,情報・通信業,2020年5月09日,986,"1,000","1,006",961,16.71,219
1351,3928,マイネット,東証１,情報・通信業,2020年5月09日,953,916,981,913,31.95,409
1355,3932,アカツキ,東証１,情報・通信業,2020年5月09日,"4,290","4,225","4,325","4,185",10.57,411
1357,3934,ベネフィットジャパン,東証１,情報・通信業,2020年5月09日,"1,410","1,446","1,463","1,393",8.82,65
1360,3937,Ｕｂｉｃｏｍホールディングス,東証１,情報・通信業,2020年5月09日,"1,330","1,341","1,378","1,316",5.56,97
1361,3938,ＬＩＮＥ,東証１,情報・通信業,2020年5月09日,"5,290","5,300","5,310","5,290",1.03,1201
1362,3939,カナミックネットワーク,東証１,情報・通信業,2020年5月09日,734,729,741,700,18.63,328
1363,3940,ノムラシステムコーポレーション,東証１,情報・通信業,2020年5月09日,397,382,397,376,11.41,9
1364,3941,レンゴー,東証１,パルプ・紙,2020年5月09日,836,840,845,828,1.59,1154
1368,3946,トーモク,東証１,パルプ・紙,2020年5月09日,"1,582","1,720","1,761","1,536",14.05,117
1371,3950,ザ・パック,東証１,パルプ・紙,2020年5月09日,"3,350","3,430","3,435","3,325",0.46,59
1380,3962,チェンジ,東証１,情報・通信業,2020年5月09日,"4,460","4,395","4,490","4,295",28.32,1397
1381,3963,シンクロ・フード,東証１,情報・通信業,2020年5月09日,284,284,286,273,23.71,94
1382,3964,オークネット,東証１,情報・通信業,2020年5月09日,"1,080","1,079","1,084","1,064",-4.01,9
1386,3968,セグエグループ,東証１,情報・通信業,2020年5月09日,947,928,948,906,2.33,193
1387,3969,エイトレッド,東証１,情報・通信業,2020年5月09日,"1,949","1,901","1,950","1,811",31.31,185
1390,3975,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ,東証１,情報・通信業,2020年5月09日,431,446,447,430,2.01,70
1393,3978,マクロミル,東証１,情報・通信業,2020年5月09日,680,698,700,667,11.84,200
1395,3981,ビーグリー,東証１,情報・通信業,2020年5月09日,"1,572","1,568","1,580","1,512",14.54,177
1396,3983,オロ,東証１,情報・通信業,2020年5月09日,"3,215","3,175","3,215","3,080",7.42,220
1397,3984,ユーザーローカル,東証１,情報・通信業,2020年5月09日,"2,990","2,943","3,115","2,929",11.23,196
1398,3985,テモナ,東証１,情報・通信業,2020年5月09日,754,749,764,720,18.48,57
1405,3992,ニーズウェル,東証１,情報・通信業,2020年5月09日,654,653,658,636,10.43,39
1409,3996,サインポスト,東証１,情報・通信業,2020年5月09日,"1,411","1,454","1,482","1,364",15.69,187
1413,4004,昭和電工,東証１,化学,2020年5月09日,"2,251","2,272","2,281","2,230",-0.57,2809
1414,4005,住友化学,東証１,化学,2020年5月09日,319,329,329,317,5.13,2563
1415,4008,住友精化,東証１,化学,2020年5月09日,"2,888","2,960","2,961","2,888",5.58,33
1416,4021,日産化学,東証１,化学,2020年5月09日,"4,095","4,080","4,175","4,030",5.92,2976
1417,4022,ラサ工業,東証１,化学,2020年5月09日,"1,240","1,303","1,303","1,240",2.98,62
1418,4023,クレハ,東証１,化学,2020年5月09日,"4,175","4,285","4,285","4,155",0.96,384
1419,4025,多木化学,東証１,化学,2020年5月09日,"5,450","5,500","5,540","5,410",22.52,263
1421,4027,テイカ,東証１,化学,2020年5月09日,"1,525","1,544","1,548","1,507",4.18,27
1422,4028,石原産業,東証１,化学,2020年5月09日,632,652,665,630,13.37,233
1423,4031,片倉コープアグリ,東証１,化学,2020年5月09日,"1,170","1,165","1,170","1,156",1.65,5
1424,4041,日本曹達,東証１,化学,2020年5月09日,"2,809","2,811","2,888","2,797",3.03,226
1425,4042,東ソー,東証１,化学,2020年5月09日,"1,286","1,317","1,321","1,277",4.22,1962
1426,4043,トクヤマ,東証１,化学,2020年5月09日,"2,258","2,283","2,291","2,224",6.71,1029
1427,4044,セントラル硝子,東証１,化学,2020年5月09日,"1,822","1,864","1,865","1,795",3.11,123
1428,4045,東亞合成,東証１,化学,2020年5月09日,964,993,996,962,5.24,384
1429,4046,大阪ソーダ,東証１,化学,2020年5月09日,"2,450","2,453","2,480","2,430",-0.04,74
1430,4047,関東電化工業,東証１,化学,2020年5月09日,858,848,861,842,5.32,124
1431,4061,デンカ,東証１,化学,2020年5月09日,"2,596","2,636","2,667","2,576",2.98,4544
1432,4062,イビデン,東証１,電気機器,2020年5月09日,"2,901","2,911","2,930","2,851",22.91,3812
1433,4063,信越化学工業,東証１,化学,2020年5月09日,"12,220","12,045","12,245","11,935",6.54,13017
1434,4064,日本カーバイド工業,東証１,化学,2020年5月09日,"1,135","1,107","1,135","1,061",10.99,79
1435,4078,堺化学工業,東証１,化学,2020年5月09日,"1,823","1,828","1,832","1,796",5.93,20
1437,4082,第一稀元素化学工業,東証１,化学,2020年5月09日,736,743,744,735,2.57,21
1438,4088,エア・ウォーター,東証１,化学,2020年5月09日,"1,510","1,522","1,524","1,502",5.8,1685
1439,4091,大陽日酸,東証１,化学,2020年5月09日,"1,662","1,666","1,697","1,637",3.12,1298
1440,4092,日本化学工業,東証１,化学,2020年5月09日,"2,249","2,259","2,263","2,223",4.02,203
1441,4093,東邦アセチレン,東証１,化学,2020年5月09日,"1,244","1,270","1,271","1,244",3.99,4
1443,4095,日本パーカライジング,東証１,化学,2020年5月09日,"1,115","1,109","1,120","1,105",1.13,152
1444,4097,高圧ガス工業,東証１,化学,2020年5月09日,738,764,764,729,11.2,18
1445,4098,チタン工業,東証１,化学,2020年5月09日,"1,650","1,681","1,681","1,643",2.24,20
1446,4099,四国化成工業,東証１,化学,2020年5月09日,"1,072","1,083","1,095","1,066",5.81,61
1447,4100,戸田工業,東証１,化学,2020年5月09日,"1,245","1,321","1,321","1,245",6.17,20
1450,4109,ステラ　ケミファ,東証１,化学,2020年5月09日,"2,388","2,370","2,443","2,346",1.82,170
1451,4112,保土谷化学工業,東証１,化学,2020年5月09日,"3,595","3,590","3,620","3,545",12.86,88
1453,4114,日本触媒,東証１,化学,2020年5月09日,"5,170","5,210","5,260","5,140",4.7,734
1455,4116,大日精化工業,東証１,化学,2020年5月09日,"2,248","2,310","2,310","2,221",3.96,34
1456,4118,カネカ,東証１,化学,2020年5月09日,"2,750","2,750","2,762","2,716",3.1,1088
1460,4151,協和キリン,東証１,医薬品,2020年5月09日,"2,640","2,614","2,650","2,599",7.88,4963
1461,4182,三菱ガス化学,東証１,化学,2020年5月09日,"1,305","1,329","1,333","1,292",6.29,966
1462,4183,三井化学,東証１,化学,2020年5月09日,"1,999","2,032","2,033","1,980",3.78,1861
1463,4185,ＪＳＲ,東証１,化学,2020年5月09日,"1,921","1,946","1,946","1,888",0.58,2104
1464,4186,東京応化工業,東証１,化学,2020年5月09日,"4,515","4,520","4,535","4,475",8.12,630
1465,4187,大阪有機化学工業,東証１,化学,2020年5月09日,"1,800","1,757","1,820","1,751",11.88,184
1466,4188,三菱ケミカルホールディングス,東証１,化学,2020年5月09日,596.6,605.8,606.9,594,-1.71,3220
1467,4189,ＫＨネオケム,東証１,化学,2020年5月09日,"1,998","1,993","2,019","1,979",20.33,446
1468,4202,ダイセル,東証１,化学,2020年5月09日,873,865,878,858,7.68,1341
1469,4203,住友ベークライト,東証１,化学,2020年5月09日,"2,772","2,789","2,817","2,742",11.9,604
1470,4204,積水化学工業,東証１,化学,2020年5月09日,"1,333","1,359","1,363","1,318",-0.15,1616
1471,4205,日本ゼオン,東証１,化学,2020年5月09日,943,953,960,929,12.74,801
1472,4206,アイカ工業,東証１,化学,2020年5月09日,"3,005","3,030","3,050","2,983",0.09,849
1473,4208,宇部興産,東証１,化学,2020年5月09日,"1,734","1,780","1,788","1,724",6.06,1250
1474,4212,積水樹脂,東証１,化学,2020年5月09日,"2,318","2,320","2,462","2,283",14.92,136
1475,4215,タキロンシーアイ,東証１,化学,2020年5月09日,608,618,619,607,6.7,75
1476,4216,旭有機材,東証１,化学,2020年5月09日,"1,309","1,309","1,319","1,296",0.68,47
1477,4217,日立化成,東証１,化学,2020年5月09日,"4,610","4,610","4,610","4,605",0.01,823
1478,4218,ニチバン,東証１,化学,2020年5月09日,"1,456","1,450","1,470","1,438",-0.68,39
1479,4220,リケンテクノス,東証１,化学,2020年5月09日,427,418,431,412,2.78,77
1480,4221,大倉工業,東証１,化学,2020年5月09日,"1,552","1,574","1,574","1,537",2.27,11
1483,4228,積水化成品工業,東証１,化学,2020年5月09日,617,615,618,609,6.82,46
1484,4229,群栄化学工業,東証１,化学,2020年5月09日,"2,558","2,609","2,634","2,558",5.03,20
1485,4231,タイガースポリマー,東証１,化学,2020年5月09日,447,435,447,435,-2.79,8
1489,4238,ミライアル,東証１,化学,2020年5月09日,"1,096","1,117","1,120","1,080",9.94,24
1494,4245,ダイキアクシス,東証１,化学,2020年5月09日,741,745,745,737,0.26,11
1495,4246,ダイキョーニシカワ,東証１,化学,2020年5月09日,535,548,548,535,12.27,54
1497,4248,竹本容器,東証１,化学,2020年5月09日,780,746,784,745,10.66,148
1498,4249,森六ホールディングス,東証１,化学,2020年5月09日,"1,431","1,449","1,458","1,422",2.7,15
1500,4272,日本化薬,東証１,化学,2020年5月09日,"1,013","1,024","1,024","1,006",4.98,724
1502,4275,カーリットホールディングス,東証１,化学,2020年5月09日,498,506,508,494,7.01,19
1503,4282,ＥＰＳホールディングス,東証１,サービス業,2020年5月09日,"1,197","1,141","1,201","1,122",0.25,339
1504,4284,ソルクシーズ,東証１,情報・通信業,2020年5月09日,670,672,672,641,17.38,33
1505,4286,レッグス,東証１,サービス業,2020年5月09日,860,855,865,840,3.57,72
1508,4290,プレステージ・インターナショナル,東証１,サービス業,2020年5月09日,854,849,854,841,3.07,121
1510,4295,フェイス,東証１,情報・通信業,2020年5月09日,630,629,642,622,5.02,4
1511,4298,プロトコーポレーション,東証１,情報・通信業,2020年5月09日,939,966,968,931,10.8,58
1512,4299,ハイマックス,東証１,情報・通信業,2020年5月09日,"1,941","1,945","1,949","1,941",1.98,2
1513,4301,アミューズ,東証１,サービス業,2020年5月09日,"2,197","2,259","2,285","2,182",3.26,117
1515,4307,野村総合研究所,東証１,情報・通信業,2020年5月09日,"2,669","2,630","2,669","2,602",5.33,4977
1517,4310,ドリームインキュベータ,東証１,サービス業,2020年5月09日,"1,246","1,250","1,250","1,168",14.37,22
1518,4312,サイバネットシステム,東証１,情報・通信業,2020年5月09日,660,661,663,640,11.27,152
1521,4318,クイック,東証１,サービス業,2020年5月09日,"1,043","1,028","1,045","1,016",6.09,34
1522,4319,ＴＡＣ,東証１,サービス業,2020年5月09日,187,195,199,187,14.46,34
1523,4320,ＣＥホールディングス,東証１,情報・通信業,2020年5月09日,424,421,426,417,-5.48,26
1524,4321,ケネディクス,東証１,サービス業,2020年5月09日,485,490,492,479,12.38,661
1525,4323,日本システム技術,東証１,情報・通信業,2020年5月09日,"1,157","1,184","1,184","1,138",1.21,20
1526,4324,電通グループ,東証１,サービス業,2020年5月09日,"2,202","2,244","2,258","2,176",10.32,3657
1527,4326,インテージホールディングス,東証１,情報・通信業,2020年5月09日,793,784,795,778,3.2,42
1529,4331,テイクアンドギヴ・ニーズ,東証１,サービス業,2020年5月09日,614,633,638,612,15.99,66
1530,4333,東邦システムサイエンス,東証１,情報・通信業,2020年5月09日,919,918,919,911,4.05,3
1534,4337,ぴあ,東証１,サービス業,2020年5月09日,"2,919","2,980","3,040","2,919",19.63,185
1537,4343,イオンファンタジー,東証１,サービス業,2020年5月09日,"1,700","1,799","1,803","1,672",21.63,338
1538,4344,ソースネクスト,東証１,情報・通信業,2020年5月09日,327,321,330,313,5.33,545
1539,4345,シーティーエス,東証１,サービス業,2020年5月09日,694,671,703,671,22.76,63
1540,4346,ネクシィーズグループ,東証１,サービス業,2020年5月09日,"1,015","1,039","1,039","1,006",8.41,80
1542,4348,インフォコム,東証１,情報・通信業,2020年5月09日,"2,529","2,565","2,618","2,513",-3.12,706
1544,4350,メディカルシステムネットワーク,東証１,小売業,2020年5月09日,467,460,468,458,1.79,23
1549,4362,日本精化,東証１,化学,2020年5月09日,"1,382","1,350","1,388","1,330",-8.07,50
1554,4368,扶桑化学工業,東証１,化学,2020年5月09日,"3,215","3,170","3,220","3,140",3.26,151
1555,4369,トリケミカル研究所,東証１,化学,2020年5月09日,"9,880","9,600","9,940","9,570",8.17,772
1558,4382,ＨＥＲＯＺ,東証１,情報・通信業,2020年5月09日,"3,550","3,555","3,665","3,460",6.78,385
1559,4384,ラクスル,東証１,情報・通信業,2020年5月09日,"2,533","2,569","2,570","2,461",11.45,408
1567,4392,ＦＩＧ,東証１,情報・通信業,2020年5月09日,255,257,257,255,8.64,4
1571,4396,システムサポート,東証１,情報・通信業,2020年5月09日,"2,923","2,941","2,942","2,795",15.08,355
1575,4401,ＡＤＥＫＡ,東証１,化学,2020年5月09日,"1,385","1,397","1,405","1,379",6.71,268
1576,4403,日油,東証１,化学,2020年5月09日,"3,520","3,535","3,550","3,490",0.33,865
1577,4404,ミヨシ油脂,東証１,食料品,2020年5月09日,"1,070","1,156","1,162","1,070",9.82,47
1578,4406,新日本理化,東証１,化学,2020年5月09日,178,177,179,175,6.76,13
1580,4410,ハリマ化成グループ,東証１,化学,2020年5月09日,908,914,914,890,-7.93,17
1581,4420,イーソル,東証１,情報・通信業,2020年5月09日,"1,249","1,253","1,257","1,217",14.74,270
1584,4423,アルテリア・ネットワークス,東証１,情報・通信業,2020年5月09日,"2,119","2,083","2,129","2,046",1.37,1109
1590,4430,東海ソフト,東証１,情報・通信業,2020年5月09日,"1,285","1,266","1,285","1,241",7.1,62
1592,4433,ヒト・コミュニケーションズ・ホールディングス,東証１,情報・通信業,2020年5月09日,926,961,969,926,4.85,71
1600,4441,トビラシステムズ,東証１,情報・通信業,2020年5月09日,"1,650","1,631","1,652","1,594",2.92,178
1610,4452,花王,東証１,化学,2020年5月09日,"8,621","8,510","8,630","8,469",-2.04,20083
1611,4461,第一工業製薬,東証１,化学,2020年5月09日,"4,645","4,660","4,715","4,565",12.15,350
1612,4462,石原ケミカル,東証１,化学,2020年5月09日,"1,900","1,910","1,910","1,872",4.61,8
1613,4463,日華化学,東証１,化学,2020年5月09日,894,893,894,875,4.31,4
1615,4465,ニイタカ,東証１,化学,2020年5月09日,"2,751","2,694","2,770","2,652",2.38,179
